replicate	generation	lineage	n_individuals	mean_fitness	mean_phenotype	sd_phenotype	mean_optimum
pl_sweep	123	pdav-N	50000	0.998063	-2.87633e-05	0.100427	-0.0
pl_sweep	123	mixed	30000	0.999654	0.000196098	0.0995772	0.0
pl_sweep	123	rot	20000	0.999464	0.00035443	0.100716	0.0
pl_sweep	124	pdav-N	50000	0.998068	0.00011903	0.100299	-0.0
pl_sweep	124	mixed	30000	0.999649	-0.000431349	0.100281	0.0
pl_sweep	124	rot	20000	0.999469	-0.000895898	0.100233	0.0
pl_sweep	125	pdav-N	50000	0.99809	0.000552022	0.0997319	-0.0
pl_sweep	125	mixed	30000	0.999651	0.000603034	0.099968	0.0
pl_sweep	125	rot	20000	0.99947	3.8658e-05	0.100163	0.0
pl_sweep	126	pdav-N	50000	0.998059	8.71578e-06	0.100532	-0.0
pl_sweep	126	mixed	30000	0.99965	-0.000433556	0.100091	0.0
pl_sweep	126	rot	20000	0.999464	-0.0004965	0.10075	0.0
pl_sweep	127	pdav-N	50000	0.998096	-0.000399341	0.0995665	-0.0
pl_sweep	127	mixed	30000	0.999648	-0.000694235	0.100469	0.0
pl_sweep	127	rot	20000	0.999471	0.0012959	0.100095	0.0
pl_sweep	128	pdav-N	50000	0.998079	-0.000556218	0.100013	-0.0
pl_sweep	128	mixed	30000	0.999653	-0.000931053	0.0996591	0.0
pl_sweep	128	rot	20000	0.999465	-0.000364822	0.100662	0.0
pl_sweep	129	pdav-N	50000	0.998089	-0.000355442	0.0997385	-0.0
pl_sweep	129	mixed	30000	0.999653	-0.000755328	0.0997207	0.0
pl_sweep	129	rot	20000	0.999467	-0.00161727	0.100404	0.0
pl_sweep	130	pdav-N	50000	0.9981	-0.000107736	0.099454	-0.0
pl_sweep	130	mixed	30000	0.999648	0.000184614	0.100447	0.0
pl_sweep	130	rot	20000	0.999464	-0.000255801	0.100732	0.0
pl_sweep	131	pdav-N	50000	0.998061	0.000799322	0.100484	-0.0
pl_sweep	131	mixed	30000	0.999656	0.000414149	0.0992452	0.0
pl_sweep	131	rot	20000	0.999479	-0.000220062	0.0993207	0.0
pl_sweep	132	pdav-N	50000	0.998061	0.000413488	0.100487	-0.0
pl_sweep	132	mixed	30000	0.999649	0.000223701	0.100298	0.0
pl_sweep	132	rot	20000	0.999478	0.000877279	0.099406	0.0
pl_sweep	133	pdav-N	50000	0.998079	-0.000471258	0.0999997	-0.0
pl_sweep	133	mixed	30000	0.999651	-0.00106258	0.0999601	0.0
pl_sweep	133	rot	20000	0.999465	-0.000671804	0.10065	0.0
pl_sweep	134	pdav-N	50000	0.998077	-0.000148703	0.100063	-0.0
pl_sweep	134	mixed	30000	0.999653	0.00011375	0.099721	0.0
pl_sweep	134	rot	20000	0.999476	-0.000856347	0.0996173	0.0
pl_sweep	135	pdav-N	50000	0.998077	0.000883163	0.100049	-0.0
pl_sweep	135	mixed	30000	0.999654	0.000352392	0.0996086	0.0
pl_sweep	135	rot	20000	0.99948	-0.000645528	0.099232	0.0
pl_sweep	136	pdav-N	50000	0.99807	0.000160509	0.100249	-0.0
pl_sweep	136	mixed	30000	0.999649	-0.000375758	0.100235	0.0
pl_sweep	136	rot	20000	0.999478	-0.000313683	0.0994065	0.0
pl_sweep	137	pdav-N	50000	0.998078	-6.38066e-05	0.100034	-0.0
pl_sweep	137	mixed	30000	0.999649	0.000484654	0.100259	0.0
pl_sweep	137	rot	20000	0.999472	0.000914043	0.0999632	0.0
pl_sweep	138	pdav-N	50000	0.998068	-0.00094895	0.100294	-0.0
pl_sweep	138	mixed	30000	0.999653	-0.000660287	0.0997443	0.0
pl_sweep	138	rot	20000	0.99948	0.000430214	0.0991731	0.0
pl_sweep	139	pdav-N	50000	0.998072	0.000279093	0.100186	-0.0
pl_sweep	139	mixed	30000	0.999652	6.72093e-05	0.0997874	0.0
pl_sweep	139	rot	20000	0.99948	-0.00010224	0.0992027	0.0
pl_sweep	140	pdav-N	50000	0.998067	0.000324091	0.100329	-0.0
pl_sweep	140	mixed	30000	0.999651	0.000577377	0.100015	0.0
pl_sweep	140	rot	20000	0.999461	-0.000117352	0.101042	0.0
pl_sweep	141	pdav-N	50000	0.998085	0.000199513	0.0998605	-0.0
pl_sweep	141	mixed	30000	0.99965	-0.000683787	0.100202	0.0
pl_sweep	141	rot	20000	0.999464	-0.000972375	0.100756	0.0
pl_sweep	142	pdav-N	50000	0.998098	0.000935852	0.0995024	-0.0
pl_sweep	142	mixed	30000	0.999653	-5.74142e-06	0.0996946	0.0
pl_sweep	142	rot	20000	0.999472	0.000699543	0.0999332	0.0
pl_sweep	143	pdav-N	50000	0.998089	0.000232106	0.0997588	-0.0
pl_sweep	143	mixed	30000	0.999649	0.000575549	0.100298	0.0
pl_sweep	143	rot	20000	0.999471	0.00031391	0.100077	0.0
pl_sweep	144	pdav-N	50000	0.998084	0.000399726	0.099883	-0.0
pl_sweep	144	mixed	30000	0.999656	-0.000659237	0.0992428	0.0
pl_sweep	144	rot	20000	0.999466	0.00116773	0.100504	0.0
pl_sweep	145	pdav-N	50000	0.998087	-0.000626978	0.0998117	-0.0
pl_sweep	145	mixed	30000	0.999646	0.000945946	0.100701	0.0
pl_sweep	145	rot	20000	0.99948	-0.000118225	0.0991968	0.0
pl_sweep	146	pdav-N	50000	0.998081	0.000801837	0.0999557	-0.0
pl_sweep	146	mixed	30000	0.999648	-0.000854602	0.100401	0.0
pl_sweep	146	rot	20000	0.999462	-0.00049316	0.100892	0.0
pl_sweep	147	pdav-N	50000	0.99808	-0.000356898	0.0999914	-0.0
pl_sweep	147	mixed	30000	0.999653	0.000209605	0.0996842	0.0
pl_sweep	147	rot	20000	0.999465	0.000743446	0.100651	0.0
pl_sweep	148	pdav-N	50000	0.998099	7.01532e-05	0.099483	-0.0
pl_sweep	148	mixed	30000	0.999651	-0.000573025	0.100033	0.0
pl_sweep	148	rot	20000	0.999469	0.00064843	0.100256	0.0
pl_sweep	149	pdav-N	50000	0.998098	-2.43124e-05	0.0995053	-0.0
pl_sweep	149	mixed	30000	0.999646	-0.00132544	0.100735	0.0
pl_sweep	149	rot	20000	0.999476	0.000251153	0.0995976	0.0
pl_sweep	150	pdav-N	50000	0.998077	0.000288077	0.10006	-0.0
pl_sweep	150	mixed	30000	0.999647	0.00102554	0.100532	0.0
pl_sweep	150	rot	20000	0.999474	0.000272649	0.0997669	0.0
pl_sweep	151	pdav-N	50000	0.998086	-8.75801e-05	0.0998404	-0.0
pl_sweep	151	mixed	30000	0.999651	-0.00038574	0.0999621	0.0
pl_sweep	151	rot	20000	0.999473	-3.581e-05	0.0998375	0.0
pl_sweep	152	pdav-N	50000	0.998074	0.000388402	0.10014	-0.0
pl_sweep	152	mixed	30000	0.999648	-0.000278309	0.100418	0.0
pl_sweep	152	rot	20000	0.999471	-0.000689029	0.100068	0.0
pl_sweep	153	pdav-N	50000	0.998069	-0.00131646	0.100272	-0.0
pl_sweep	153	mixed	30000	0.999649	0.000753938	0.1003	0.0
pl_sweep	153	rot	20000	0.999476	0.000683962	0.099632	0.0
pl_sweep	154	pdav-N	50000	0.998083	-5.79586e-05	0.0999179	-0.0
pl_sweep	154	mixed	30000	0.99965	-0.000378264	0.100081	0.0
pl_sweep	154	rot	20000	0.999477	-0.000564083	0.0994553	0.0
pl_sweep	155	pdav-N	50000	0.998071	0.000537749	0.100215	-0.0
pl_sweep	155	mixed	30000	0.999651	0.000363366	0.0999519	0.0
pl_sweep	155	rot	20000	0.999466	-0.00154225	0.100549	0.0
pl_sweep	156	pdav-N	50000	0.998101	0.000140547	0.0994505	-0.0
pl_sweep	156	mixed	30000	0.999647	0.0004827	0.100612	0.0
pl_sweep	156	rot	20000	0.999472	0.00113911	0.0999965	0.0
pl_sweep	157	pdav-N	50000	0.998075	-6.14618e-05	0.100113	-0.0
pl_sweep	157	mixed	30000	0.999651	0.000243688	0.100013	0.0
pl_sweep	157	rot	20000	0.999471	-0.00159624	0.1001	0.0
pl_sweep	158	pdav-N	50000	0.998065	-0.000370222	0.10038	-0.0
pl_sweep	158	mixed	30000	0.999648	-0.000667186	0.100404	0.0
pl_sweep	158	rot	20000	0.999461	0.000725907	0.101041	0.0
pl_sweep	159	pdav-N	50000	0.998095	-0.000424602	0.0995824	-0.0
pl_sweep	159	mixed	30000	0.999646	0.000517696	0.100658	0.0
pl_sweep	159	rot	20000	0.999469	0.000638266	0.100239	0.0
pl_sweep	160	pdav-N	50000	0.99808	9.14596e-05	0.0999812	-0.0
pl_sweep	160	mixed	30000	0.99965	-0.000673635	0.100134	0.0
pl_sweep	160	rot	20000	0.999465	0.00047024	0.10061	0.0
pl_sweep	161	pdav-N	50000	0.99807	5.15499e-05	0.100246	-0.0
pl_sweep	161	mixed	30000	0.999648	2.76061e-05	0.100406	0.0
pl_sweep	161	rot	20000	0.999476	-0.000505485	0.0996244	0.0
pl_sweep	162	pdav-N	50000	0.998067	-0.000137694	0.10032	-0.0
pl_sweep	162	mixed	30000	0.999647	-0.000253048	0.100496	0.0
pl_sweep	162	rot	20000	0.999465	-0.00124256	0.10066	0.0
pl_sweep	163	pdav-N	50000	0.998072	-0.00033222	0.100209	-0.0
pl_sweep	163	mixed	30000	0.999652	-0.000470639	0.0997791	0.0
pl_sweep	163	rot	20000	0.999479	-0.000909462	0.0992769	0.0
pl_sweep	164	pdav-N	50000	0.998073	0.000524409	0.100182	-0.0
pl_sweep	164	mixed	30000	0.99965	0.000361649	0.100085	0.0
pl_sweep	164	rot	20000	0.999463	-0.00033411	0.100864	0.0
pl_sweep	165	pdav-N	50000	0.998098	-0.000204106	0.0995186	-0.0
pl_sweep	165	mixed	30000	0.999651	-0.000248398	0.100001	0.0
pl_sweep	165	rot	20000	0.999474	-0.000868903	0.0998165	0.0
pl_sweep	166	pdav-N	50000	0.998075	0.000172933	0.10011	-0.0
pl_sweep	166	mixed	30000	0.999649	0.000860105	0.100221	0.0
pl_sweep	166	rot	20000	0.999468	-0.000391094	0.100315	0.0
pl_sweep	167	pdav-N	50000	0.998074	1.23159e-06	0.100148	-0.0
pl_sweep	167	mixed	30000	0.999649	0.00016925	0.100253	0.0
pl_sweep	167	rot	20000	0.999466	-3.46523e-05	0.1005	0.0
pl_sweep	168	pdav-N	50000	0.998098	-0.000369584	0.0995231	-0.0
pl_sweep	168	mixed	30000	0.999655	0.000418412	0.0994499	0.0
pl_sweep	168	rot	20000	0.999471	9.90135e-06	0.10003	0.0
pl_sweep	169	pdav-N	50000	0.998064	-0.000888699	0.100389	-0.0
pl_sweep	169	mixed	30000	0.999653	-0.000629764	0.0996834	0.0
pl_sweep	169	rot	20000	0.999471	-0.000333091	0.100061	0.0
pl_sweep	170	pdav-N	50000	0.998071	0.00051951	0.10022	-0.0
pl_sweep	170	mixed	30000	0.999649	8.79827e-05	0.100287	0.0
pl_sweep	170	rot	20000	0.999472	-0.000170455	0.0999517	0.0
pl_sweep	171	pdav-N	50000	0.998074	0.000608454	0.100139	-0.0
pl_sweep	171	mixed	30000	0.999653	-0.000981431	0.099767	0.0
pl_sweep	171	rot	20000	0.999477	0.000714433	0.0994958	0.0
pl_sweep	172	pdav-N	50000	0.998085	0.000727434	0.0998441	-0.0
pl_sweep	172	mixed	30000	0.999648	-1.81767e-05	0.10044	0.0
pl_sweep	172	rot	20000	0.999479	0.000438236	0.0993429	0.0
pl_sweep	173	pdav-N	50000	0.998076	0.000291162	0.10009	-0.0
pl_sweep	173	mixed	30000	0.999647	-0.00035697	0.100534	0.0
pl_sweep	173	rot	20000	0.999477	-0.000528132	0.0995251	0.0
pl_sweep	174	pdav-N	50000	0.998071	-0.000164139	0.100212	-0.0
pl_sweep	174	mixed	30000	0.999653	0.000610456	0.0997308	0.0
pl_sweep	174	rot	20000	0.99948	-0.000175867	0.0992016	0.0
pl_sweep	175	pdav-N	50000	0.998093	-0.000385717	0.0996358	-0.0
pl_sweep	175	mixed	30000	0.999647	-0.00122465	0.100537	0.0
pl_sweep	175	rot	20000	0.999469	-0.000412771	0.100284	0.0
pl_sweep	176	pdav-N	50000	0.998094	0.000147258	0.0996321	-0.0
pl_sweep	176	mixed	30000	0.999646	0.000632135	0.100641	0.0
pl_sweep	176	rot	20000	0.999485	0.00107266	0.0987624	0.0
pl_sweep	177	pdav-N	50000	0.998093	0.000488068	0.0996583	-0.0
pl_sweep	177	mixed	30000	0.999651	0.00115774	0.100025	0.0
pl_sweep	177	rot	20000	0.999468	-0.000363913	0.10034	0.0
pl_sweep	178	pdav-N	50000	0.998091	0.000172484	0.0996905	-0.0
pl_sweep	178	mixed	30000	0.999651	-4.46965e-05	0.0999475	0.0
pl_sweep	178	rot	20000	0.99948	-0.000855837	0.0992191	0.0
pl_sweep	179	pdav-N	50000	0.998081	-0.000574071	0.0999657	-0.0
pl_sweep	179	mixed	30000	0.999651	0.000118643	0.100001	0.0
pl_sweep	179	rot	20000	0.999474	-0.00062723	0.0997638	0.0
pl_sweep	180	pdav-N	50000	0.998068	0.00026115	0.100308	-0.0
pl_sweep	180	mixed	30000	0.999646	-0.000362459	0.100692	0.0
pl_sweep	180	rot	20000	0.999477	0.00126963	0.0994569	0.0
pl_sweep	181	pdav-N	50000	0.998108	0.000407749	0.099243	-0.0
pl_sweep	181	mixed	30000	0.999649	-0.00127128	0.100242	0.0
pl_sweep	181	rot	20000	0.999473	6.78493e-05	0.0998631	0.0
pl_sweep	182	pdav-N	50000	0.998088	0.000369775	0.0997714	-0.0
pl_sweep	182	mixed	30000	0.99965	-0.000461396	0.100083	0.0
pl_sweep	182	rot	20000	0.999478	0.000467058	0.0994364	0.0
pl_sweep	183	pdav-N	50000	0.998087	-0.000734853	0.0998071	-0.0
pl_sweep	183	mixed	30000	0.99965	-0.000671132	0.100189	0.0
pl_sweep	183	rot	20000	0.999477	-0.00108162	0.099493	0.0
pl_sweep	184	pdav-N	50000	0.99807	0.000439865	0.10025	-0.0
pl_sweep	184	mixed	30000	0.999655	0.000390348	0.0994384	0.0
pl_sweep	184	rot	20000	0.999463	-0.000168427	0.10079	0.0
pl_sweep	185	pdav-N	50000	0.998109	0.000571893	0.0992226	-0.0
pl_sweep	185	mixed	30000	0.999651	-0.000110329	0.0999506	0.0
pl_sweep	185	rot	20000	0.999472	0.000597918	0.100002	0.0
pl_sweep	186	pdav-N	50000	0.998078	0.000148198	0.100038	-0.0
pl_sweep	186	mixed	30000	0.999651	-4.3132e-05	0.100053	0.0
pl_sweep	186	rot	20000	0.999472	0.000497061	0.0999517	0.0
pl_sweep	187	pdav-N	50000	0.99806	-0.000336366	0.100514	-0.0
pl_sweep	187	mixed	30000	0.999654	0.000506039	0.0995896	0.0
pl_sweep	187	rot	20000	0.999482	0.000240276	0.0990155	0.0
pl_sweep	188	pdav-N	50000	0.998077	-0.000644096	0.100054	-0.0
pl_sweep	188	mixed	30000	0.999648	-0.000442256	0.100449	0.0
pl_sweep	188	rot	20000	0.99947	0.000814601	0.100146	0.0
pl_sweep	189	pdav-N	50000	0.99806	0.000872505	0.100494	-0.0
pl_sweep	189	mixed	30000	0.999652	-0.00134894	0.0998943	0.0
pl_sweep	189	rot	20000	0.999472	-0.000330213	0.0999692	0.0
pl_sweep	190	pdav-N	50000	0.998094	-0.000183603	0.0996141	-0.0
pl_sweep	190	mixed	30000	0.999651	0.000500187	0.0999717	0.0
pl_sweep	190	rot	20000	0.999475	0.000304346	0.0997234	0.0
pl_sweep	191	pdav-N	50000	0.998075	0.000781601	0.100118	-0.0
pl_sweep	191	mixed	30000	0.999655	-0.000235968	0.0994265	0.0
pl_sweep	191	rot	20000	0.999465	-0.000307661	0.10066	0.0
pl_sweep	192	pdav-N	50000	0.998096	-0.000267998	0.0995696	-0.0
pl_sweep	192	mixed	30000	0.999646	4.37601e-05	0.100764	0.0
pl_sweep	192	rot	20000	0.999478	0.000648343	0.0993778	0.0
pl_sweep	193	pdav-N	50000	0.998083	0.000618432	0.0999153	-0.0
pl_sweep	193	mixed	30000	0.99965	0.000338308	0.100082	0.0
pl_sweep	193	rot	20000	0.999471	0.00105957	0.100087	0.0
pl_sweep	194	pdav-N	50000	0.998072	2.85409e-05	0.100183	-0.0
pl_sweep	194	mixed	30000	0.999651	-0.000516253	0.0999699	0.0
pl_sweep	194	rot	20000	0.999477	-0.000848842	0.0994626	0.0
pl_sweep	195	pdav-N	50000	0.998098	-1.46403e-05	0.0995178	-0.0
pl_sweep	195	mixed	30000	0.999653	-0.000202468	0.0997599	0.0
pl_sweep	195	rot	20000	0.999482	-0.000192818	0.098987	0.0
pl_sweep	196	pdav-N	50000	0.998058	-0.000328327	0.100552	-0.0
pl_sweep	196	mixed	30000	0.999653	0.000893334	0.099769	0.0
pl_sweep	196	rot	20000	0.999481	-0.00141717	0.0990847	0.0
pl_sweep	197	pdav-N	50000	0.998091	0.00015606	0.0996888	-0.0
pl_sweep	197	mixed	30000	0.999649	0.00014949	0.1003	0.0
pl_sweep	197	rot	20000	0.999476	0.000419176	0.099559	0.0
pl_sweep	198	pdav-N	50000	0.998076	0.000553502	0.100094	-0.0
pl_sweep	198	mixed	30000	0.999649	-1.43792e-05	0.100245	0.0
pl_sweep	198	rot	20000	0.999475	-0.000832662	0.099672	0.0
pl_sweep	199	pdav-N	50000	0.998073	0.000122996	0.100161	-0.0
pl_sweep	199	mixed	30000	0.99965	0.000450509	0.100164	0.0
pl_sweep	199	rot	20000	0.999481	-0.000373042	0.0990788	0.0
pl_sweep	200	pdav-N	50000	0.998083	0.00157236	0.0998872	-0.0
pl_sweep	200	mixed	30000	0.999649	0.000257839	0.100296	0.0
pl_sweep	200	rot	20000	0.999464	-0.000139362	0.100712	0.0
pl_sweep	201	pdav-N	50000	0.998072	-0.000511646	0.100187	-0.0
pl_sweep	201	mixed	30000	0.999653	0.000901296	0.0996642	0.0
pl_sweep	201	rot	20000	0.999481	-0.000169703	0.0990624	0.0
pl_sweep	202	pdav-N	50000	0.99806	9.5049e-05	0.100503	-0.0
pl_sweep	202	mixed	30000	0.999652	0.000489313	0.099787	0.0
pl_sweep	202	rot	20000	0.999471	-0.000530562	0.100095	0.0
pl_sweep	203	pdav-N	50000	0.998089	0.000300061	0.0997421	-0.0
pl_sweep	203	mixed	30000	0.999656	-0.000159425	0.0992525	0.0
pl_sweep	203	rot	20000	0.999475	0.000891901	0.0996889	0.0
pl_sweep	204	pdav-N	50000	0.998098	0.000513588	0.0995059	-0.0
pl_sweep	204	mixed	30000	0.999651	0.000202457	0.0999303	0.0
pl_sweep	204	rot	20000	0.99947	-0.000274523	0.100194	0.0
pl_sweep	205	pdav-N	50000	0.998072	-1.10784e-05	0.100195	-0.0
pl_sweep	205	mixed	30000	0.999647	-0.000249084	0.100538	0.0
pl_sweep	205	rot	20000	0.999477	-0.000529413	0.0995269	0.0
pl_sweep	206	pdav-N	50000	0.9981	0.000822038	0.0994659	-0.0
pl_sweep	206	mixed	30000	0.999647	0.000382733	0.100628	0.0
pl_sweep	206	rot	20000	0.999475	-0.000452544	0.0996934	0.0
pl_sweep	207	pdav-N	50000	0.998092	2.02797e-05	0.0996767	-0.0
pl_sweep	207	mixed	30000	0.999653	-0.000224044	0.0997206	0.0
pl_sweep	207	rot	20000	0.99947	0.000563197	0.1002	0.0
pl_sweep	208	pdav-N	50000	0.998067	-0.00027317	0.100334	-0.0
pl_sweep	208	mixed	30000	0.999649	0.000297996	0.100341	0.0
pl_sweep	208	rot	20000	0.999466	0.000354499	0.100505	0.0
pl_sweep	209	pdav-N	50000	0.998062	0.000177215	0.10045	-0.0
pl_sweep	209	mixed	30000	0.999654	-0.000537263	0.0995868	0.0
pl_sweep	209	rot	20000	0.99947	-8.99572e-05	0.100137	0.0
pl_sweep	210	pdav-N	50000	0.998069	-0.000154318	0.100273	-0.0
pl_sweep	210	mixed	30000	0.999652	0.000108822	0.0998014	0.0
pl_sweep	210	rot	20000	0.99948	-0.000366538	0.0991942	0.0
pl_sweep	211	pdav-N	50000	0.998089	-8.42257e-05	0.0997661	-0.0
pl_sweep	211	mixed	30000	0.999652	-4.65773e-05	0.0998176	0.0
pl_sweep	211	rot	20000	0.999476	0.000504146	0.0995585	0.0
pl_sweep	212	pdav-N	50000	0.998064	0.000285205	0.100397	-0.0
pl_sweep	212	mixed	30000	0.999651	0.000323254	0.0999912	0.0
pl_sweep	212	rot	20000	0.999476	-0.000922645	0.0995863	0.0
pl_sweep	213	pdav-N	50000	0.998105	0.000280966	0.0993265	-0.0
pl_sweep	213	mixed	30000	0.999648	-0.00119927	0.100453	0.0
pl_sweep	213	rot	20000	0.999472	-7.00498e-07	0.0999467	0.0
pl_sweep	214	pdav-N	50000	0.998075	1.70064e-05	0.100117	-0.0
pl_sweep	214	mixed	30000	0.999651	0.0011841	0.0999664	0.0
pl_sweep	214	rot	20000	0.999478	-0.000561641	0.0993643	0.0
pl_sweep	215	pdav-N	50000	0.998071	-0.000746143	0.100208	-0.0
pl_sweep	215	mixed	30000	0.999652	-0.00156951	0.0998269	0.0
pl_sweep	215	rot	20000	0.999473	-0.000306583	0.0998729	0.0
pl_sweep	216	pdav-N	50000	0.998061	0.000509778	0.100473	-0.0
pl_sweep	216	mixed	30000	0.999654	-0.000141872	0.0996046	0.0
pl_sweep	216	rot	20000	0.999478	-0.000116044	0.0993853	0.0
pl_sweep	217	pdav-N	50000	0.998094	-0.000970996	0.0996263	-0.0
pl_sweep	217	mixed	30000	0.99965	-0.000392361	0.100163	0.0
pl_sweep	217	rot	20000	0.999463	-0.000975677	0.100814	0.0
pl_sweep	218	pdav-N	50000	0.998101	-0.000117974	0.099431	-0.0
pl_sweep	218	mixed	30000	0.99965	-1.03004e-05	0.100097	0.0
pl_sweep	218	rot	20000	0.999473	-0.000683948	0.0998699	0.0
pl_sweep	219	pdav-N	50000	0.998091	0.000188895	0.099705	-0.0
pl_sweep	219	mixed	30000	0.999656	-0.000617336	0.0992444	0.0
pl_sweep	219	rot	20000	0.999478	-0.000387754	0.0993703	0.0
pl_sweep	220	pdav-N	50000	0.998084	-0.000513571	0.0998923	-0.0
pl_sweep	220	mixed	30000	0.99965	-7.26417e-05	0.10018	0.0
pl_sweep	220	rot	20000	0.999473	-0.000528959	0.0998381	0.0
pl_sweep	221	pdav-N	50000	0.998073	0.000236679	0.100176	-0.0
pl_sweep	221	mixed	30000	0.999656	-0.000381484	0.0992966	0.0
pl_sweep	221	rot	20000	0.999469	-0.00153163	0.100257	0.0
pl_sweep	222	pdav-N	50000	0.998093	-4.98965e-05	0.0996386	-0.0
pl_sweep	222	mixed	30000	0.999645	0.000681508	0.100839	0.0
pl_sweep	222	rot	20000	0.999475	2.28502e-05	0.0997112	0.0
pl_sweep	223	pdav-N	50000	0.998057	0.00014028	0.100574	-0.0
pl_sweep	223	mixed	30000	0.999649	-0.000894382	0.100266	0.0
pl_sweep	223	rot	20000	0.99947	0.000642181	0.100155	0.0
pl_sweep	224	pdav-N	50000	0.998091	0.000205006	0.0997106	-0.0
pl_sweep	224	mixed	30000	0.999648	-0.000385962	0.1004	0.0
pl_sweep	224	rot	20000	0.999461	-0.000262915	0.101055	0.0
pl_sweep	225	pdav-N	50000	0.998077	0.000189504	0.100061	-0.0
pl_sweep	225	mixed	30000	0.999651	-0.000713777	0.0999603	0.0
pl_sweep	225	rot	20000	0.999468	0.000529134	0.100335	0.0
pl_sweep	226	pdav-N	50000	0.998083	-0.00051526	0.0998955	-0.0
pl_sweep	226	mixed	30000	0.99965	-0.000615485	0.100104	0.0
pl_sweep	226	rot	20000	0.999477	0.000536319	0.0994676	0.0
pl_sweep	227	pdav-N	50000	0.998072	-0.000157683	0.100189	-0.0
pl_sweep	227	mixed	30000	0.999653	0.0009105	0.0997699	0.0
pl_sweep	227	rot	20000	0.999469	-0.00133459	0.100236	0.0
pl_sweep	228	pdav-N	50000	0.998078	-0.000920155	0.100047	-0.0
pl_sweep	228	mixed	30000	0.999647	-4.08175e-05	0.100629	0.0
pl_sweep	228	rot	20000	0.999471	-0.000121189	0.100043	0.0
pl_sweep	229	pdav-N	50000	0.998092	4.93974e-05	0.0996701	-0.0
pl_sweep	229	mixed	30000	0.999645	-0.000243887	0.100775	0.0
pl_sweep	229	rot	20000	0.999468	0.000252741	0.100395	0.0
pl_sweep	230	pdav-N	50000	0.99809	0.000590897	0.0997132	-0.0
pl_sweep	230	mixed	30000	0.999649	0.000360818	0.100338	0.0
pl_sweep	230	rot	20000	0.999469	0.000613547	0.100208	0.0
pl_sweep	231	pdav-N	50000	0.998089	-9.72516e-05	0.0997536	-0.0
pl_sweep	231	mixed	30000	0.999655	-0.000791928	0.0994841	0.0
pl_sweep	231	rot	20000	0.999471	0.000376602	0.10009	0.0
pl_sweep	232	pdav-N	50000	0.998084	5.67851e-05	0.0998949	-0.0
pl_sweep	232	mixed	30000	0.999652	-4.13206e-05	0.0998066	0.0
pl_sweep	232	rot	20000	0.999471	0.000592827	0.10003	0.0
pl_sweep	233	pdav-N	50000	0.998079	-0.000272823	0.0999988	-0.0
pl_sweep	233	mixed	30000	0.999646	0.00117084	0.100763	0.0
pl_sweep	233	rot	20000	0.999462	0.00091436	0.100919	0.0
pl_sweep	234	pdav-N	50000	0.998083	-0.000162345	0.0999121	-0.0
pl_sweep	234	mixed	30000	0.999648	-0.000670514	0.100381	0.0
pl_sweep	234	rot	20000	0.999471	-7.10686e-05	0.100093	0.0
pl_sweep	235	pdav-N	50000	0.998078	-0.000151095	0.100047	-0.0
pl_sweep	235	mixed	30000	0.999651	0.000591289	0.0999792	0.0
pl_sweep	235	rot	20000	0.999471	0.000691257	0.100035	0.0
pl_sweep	236	pdav-N	50000	0.998079	-0.000410186	0.100006	-0.0
pl_sweep	236	mixed	30000	0.999645	-0.000307239	0.1008	0.0
pl_sweep	236	rot	20000	0.99947	-0.0012672	0.100172	0.0
pl_sweep	237	pdav-N	50000	0.998083	0.000374297	0.0998964	-0.0
pl_sweep	237	mixed	30000	0.999649	-0.000215242	0.100339	0.0
pl_sweep	237	rot	20000	0.999464	-0.000374835	0.100746	0.0
pl_sweep	238	pdav-N	50000	0.998092	1.85576e-05	0.099665	-0.0
pl_sweep	238	mixed	30000	0.99965	-0.000732918	0.100076	0.0
pl_sweep	238	rot	20000	0.999475	0.000280784	0.0996861	0.0
pl_sweep	239	pdav-N	50000	0.998067	0.000724185	0.100331	-0.0
pl_sweep	239	mixed	30000	0.99965	0.000183066	0.100091	0.0
pl_sweep	239	rot	20000	0.999466	0.000484106	0.100574	0.0
pl_sweep	240	pdav-N	50000	0.998078	0.000225532	0.100047	-0.0
pl_sweep	240	mixed	30000	0.999647	-0.00112911	0.100535	0.0
pl_sweep	240	rot	20000	0.999468	0.000803655	0.10034	0.0
pl_sweep	241	pdav-N	50000	0.998069	0.000500472	0.10028	-0.0
pl_sweep	241	mixed	30000	0.999655	-0.000476373	0.0994334	0.0
pl_sweep	241	rot	20000	0.999466	0.000391531	0.100535	0.0
pl_sweep	242	pdav-N	50000	0.998054	-0.000641369	0.100655	-0.0
pl_sweep	242	mixed	30000	0.999645	0.000323194	0.10085	0.0
pl_sweep	242	rot	20000	0.99947	-0.000790705	0.100112	0.0
pl_sweep	243	pdav-N	50000	0.998075	-0.000252824	0.100128	-0.0
pl_sweep	243	mixed	30000	0.999649	0.000371673	0.100217	0.0
pl_sweep	243	rot	20000	0.999464	-0.000106803	0.100706	0.0
pl_sweep	244	pdav-N	50000	0.99809	0.000454943	0.0997207	-0.0
pl_sweep	244	mixed	30000	0.999653	0.000969289	0.0997368	0.0
pl_sweep	244	rot	20000	0.99947	0.000180107	0.100151	0.0
pl_sweep	245	pdav-N	50000	0.998094	-0.000319909	0.0996221	-0.0
pl_sweep	245	mixed	30000	0.999655	0.000284589	0.0994151	0.0
